horse_name,horse_url,country_of_origin,age,color,sex,import_type,season_stakes,total_stakes,no_123_starts,no_starts_in_10,stable_loc,trainer,owner,current_rating,sos_rating,sire,dam,dam_sire,retired
HAPPY GOOD GUYS(B466),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2017_B466,AUS,6,Bay,Gelding,PPG,"$62,400 ","$3,631,113 ",3-5-4-37,1,Hong Kong(24/09/2021),P F Yiu,Happy Guys Syndicate,55,60,Zoustar,Sunday Chill,Flying Spur,FALSE
AFTER ME(B300),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2017_B300,IRE,6,Bay,Gelding,PP,"$89,700 ","$2,250,190 ",3-2-2-42,0,Hong Kong(23/07/2020),L Ho,Waterfalls Syndicate,31,32,Equiano,Blue Dune,Invincible Spirit,FALSE
HOT CHILI PEPPER(D286),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D286,AUS,-1,Bay,Gelding,PPG,,"$280,000 ",0-1-0-10,-1,,,Mr & Mrs Chau Kam Chuen and Helen Chau Hoi Man,42,-1,Smart Missile,Lady Fleming,Royal Academy,TRUE
EVERBRAVE(A364),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2016_A364,NZ,-1,Bay,Gelding,PP,,"$1,827,820 ",1-2-3-38,-1,,,Arthur Wong Chun Mo,33,-1,Alamosa,Miss Riviera,Montjeu,TRUE
ONE HAPPY STAR(C486),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C486,AUS,-1,Bay,Gelding,PPG,,"$375,000 ",0-1-0-14,-1,,,Wu Kai Char,27,-1,Rocker,Whiner,Street Cry,TRUE
SELL MY SOLE(D332),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D332,NZ,-1,Bay,Gelding,PPG,,"$635,480 ",0-2-1-7,-1,,,Benefit Syndicate,57,-1,Jimmy Choux,Shahbab,Bertolini,TRUE
MEHBOOB(C239),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C239,AUS,-1,Chestnut,Gelding,PPG,,"$2,823,265 ",2-4-3-22,-1,,,Harilela Racing Syndicate,56,-1,Snippetson,Comedy Express,Rory's Jester,TRUE
WINNING ENDEAVOUR(C048),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C048,IRE,-1,Chestnut,Gelding,PP,,"$1,715,694 ",1-2-1-23,-1,,,Master Henry Syndicate,63,-1,Casamento,Nesmeh,More Than Ready,TRUE
HARDLY SWEARS(C025),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C025,AUS,7,Bay,Gelding,PPG,$0 ,"$3,097,630 ",3-1-3-21,0,Conghua(11/11/2021),K H Ting,Brian Sze Pak Hung,53,53,All Too Hard,Sworn To Secrecy,Keeper,FALSE
MIG ENERGY(C376),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C376,AUS,-1,Bay,Gelding,PP,,"$2,375,000 ",1-2-1-22,-1,,,Chen Ching Lung,64,-1,Redoute's Choice,Hifalutin,Peintre Celebre,TRUE
TELECOM JAC(D368),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D368,AUS,-1,Bay,Gelding,PP,,"$105,000 ",0-0-0-6,-1,,,Sunny Cheung King Fung,61,-1,The Factor,Flying Flitter,Flying Spur,TRUE
FIRST RESPONDER(C205),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C205,IRE,5,Bay,Gelding,PP,"$1,585,700 ","$5,308,410 ",4-5-2-36,2,Hong Kong(26/11/2021),D J Whyte,Hong Kong St John Presidents Club Syndicate,77,70,Helmet,Capote West,Capote,FALSE
